temp,humidity,pressure,slot,partofday,target
80.9,76.2,29.7,2.00,3,1
80.5,66.4,29.8,2.00,3,3
79.4,65,29.8,2.00,3,2
78.2,69.4,29.8,2.00,3,6
79.3,62.6,29.8,2.00,3,0
77.8,74.8,29.8,2.00,3,0
80.1,75.8,29.8,2.00,3,3
81.3,75.2,29.7,2.00,3,9
81.5,69.6,29.7,2.00,3,6
77.5,67.3,29.7,2.00,3,2
76.9,70.3,29.7,2.00,3,6
79.7,79.3,29.7,2.00,3,1
78.4,88.1,29.7,2.00,3,5
78.3,80.3,29.7,2.00,3,0
82,78.6,29.7,2.00,3,1
80.6,85,29.7,2.00,3,1
82.8,79.1,29.8,2.00,3,1
82.5,79.6,29.8,2.00,3,9
77.5,77.9,28.6,2.00,3,6
80,85.4,29.8,2.00,3,8
79.6,81.5,29.8,2.00,3,9
79.7,63.1,29.8,2.00,3,9
78.9,62.6,29.9,2.00,3,6
74.2,64.2,29.9,2.00,3,7
78.8,70.3,29.9,2.00,3,4
80,69.5,29.8,2.00,3,8
81.1,68.3,29.8,2.00,3,4
81.3,66,29.8,2.00,3,9
82.1,68.1,29.8,2.00,3,7
78.5,68.6,29.8,2.00,3,5
82.4,72.4,29.8,2.00,3,9
82.2,66.9,29.8,2.00,3,0
75.7,77.2,29.8,2.00,3,7
79.9,79.3,29.7,2.00,3,0
80.3,83.2,29.7,2.00,3,0
81.9,79,29.7,2.00,3,8
78.7,82.4,29.8,2.00,3,3
80.5,79.2,29.8,2.00,3,9
80.7,77,29.8,2.00,3,2
81.4,68.5,29.8,2.00,3,0
80.8,69,29.8,2.00,3,0
80.7,66,29.9,2.00,3,5
75,57.8,29.9,2.00,3,4
77.3,57.8,29.9,2.00,3,3
77.2,69,29.8,2.00,3,3
77.1,84.6,29.8,2.00,3,4
81.8,79.6,29.7,2.00,3,0
83.1,78,29.7,2.00,3,7
84.5,67.2,29.7,2.00,3,4
83.7,67.8,29.7,2.00,3,2
83.8,74.8,29.7,2.00,3,0
84.4,70.5,29.8,2.00,3,8
84.8,70,29.8,2.00,3,0
83.5,73.7,29.8,2.00,3,1
83.8,71,29.8,2.00,3,1
83.8,68.2,29.9,2.00,3,1
84.1,66.4,29.9,2.00,3,8
84.3,63.7,29.9,2.00,3,7
83.5,63.3,29.8,2.00,3,9
82.6,66.2,29.9,2.00,3,8
82.5,67.3,29.9,2.00,3,6
83.5,60.3,29.9,2.00,3,0
83.4,60.1,29.9,2.00,3,1
78.2,68.6,29.8,2.00,3,9
80.3,77.6,29.8,2.00,3,4
81.5,73.2,29.7,2.00,3,2
81.7,79.9,29.7,2.00,3,5
83.4,79,29.7,2.00,3,7
85.5,73.4,29.7,2.00,3,8
83.4,67.8,29.7,2.00,3,5
85.6,70.4,29.7,2.00,3,3
82.4,66.2,29.7,2.00,3,3
85.8,67.9,29.7,2.00,3,9
85.5,68.2,29.8,2.00,3,3
84.7,61.8,29.8,2.00,3,6
84,69,29.8,2.00,3,7
85.1,65.8,29.8,2.00,3,6
85.4,64.6,29.8,2.00,3,1
85.6,66.8,29.7,2.00,3,8
86.1,65.9,29.7,2.00,3,9
86.8,65.3,29.7,2.00,3,9
86.7,62.5,29.6,2.00,3,3
86.3,66.5,29.6,2.00,3,8
85.3,66.6,29.8,2.00,3,2
85.3,65.8,29.8,2.00,3,5
83.7,67.1,29.8,2.00,3,5
84.8,62.6,29.7,2.00,3,1
84.3,65.3,30.9,2.00,3,9
85.2,61.1,29.8,2.00,3,6
84.9,60.8,29.8,2.00,3,4
84.4,63.4,29.8,2.00,3,6
84.7,71.2,29.8,2.00,3,7
86.1,69,29.7,2.00,3,9
84.5,72.5,29.7,2.00,3,4
86.3,65.8,29.7,2.00,3,9
84.9,66.8,29.7,2.00,3,1
85.1,68.6,29.7,2.00,3,7
85.4,65,29.6,2.00,3,0
84,73.4,29.6,2.00,3,0
85.3,74.9,29.6,2.00,3,4
85.5,75.7,29.6,2.00,3,1
85.4,71.3,29.6,2.00,3,6
84.2,71.4,29.7,2.00,3,8
84.8,70.8,29.7,2.00,3,5
83.1,71.1,29.8,2.00,3,0
83.4,68.4,29.8,2.00,3,5
84.3,66.8,29.8,2.00,3,0
85,69,29.8,2.00,3,2
86.5,73.6,29.8,2.00,3,7
87.5,63.5,29.8,2.00,3,0
86.8,63.6,29.8,2.00,3,5
83.6,59.2,29.8,2.00,3,5
87.5,65.3,29.8,2.00,3,0
88.3,64.2,29.8,2.00,3,8
88.6,60.4,29.8,2.00,3,1
87.5,66,29.8,2.00,3,3
88,66.8,29.7,2.00,3,4
88.6,65.9,29.7,2.00,3,8
88.3,67.3,29.7,2.00,3,7
88.2,69,29.7,2.00,3,3
89,64.8,29.7,2.00,3,8
88.2,65.1,29.7,2.00,3,3
88.3,61,29.7,2.00,3,6
89.1,65.4,29.7,2.00,3,3
88.7,65.1,29.7,2.00,3,1
89.4,62.5,29.7,2.00,3,4
87.8,69.1,29.7,2.00,3,7
88.3,64.9,29.7,2.00,3,9
88.7,65.6,29.7,2.00,3,6
83.8,68.9,28.5,2.00,3,0
87.7,71.3,29.7,2.00,3,5
88.5,68.4,29.7,2.00,3,7
87.1,65.7,29.7,2.00,3,5
89,65.1,29.7,2.00,3,9
88.7,67.2,29.7,2.00,3,1
89.8,64.8,29.7,2.00,3,4
90.2,65.2,29.8,2.00,3,0
90.1,68.1,29.7,2.00,3,6
88.3,73.4,29.7,2.00,3,2
89,71,29.6,2.00,3,8
89.7,67.7,29.6,2.00,3,7
83,81.3,29.6,2.00,3,2
84,80.6,29.7,2.00,3,4
84.6,79.2,29.7,2.00,3,4
86.5,76.2,29.7,2.00,3,5
86.3,74.4,29.7,2.00,3,3
84.5,79.9,29.7,2.00,3,5
82.7,82.3,29.7,2.00,3,3
81.2,86.3,29.7,2.00,3,6
83.2,80.1,29.6,2.00,3,6
82.8,84.5,29.7,2.00,3,8
84.2,78.2,29.7,2.00,3,7
84,74.5,29.8,2.00,3,6
84,78.4,29.7,2.00,3,5
85.3,76.6,29.7,2.00,3,2
86.1,74.8,29.7,2.00,3,5
86.8,73,29.8,2.00,3,5
86.9,74.5,29.7,2.00,3,7
86.8,75,29.7,2.00,3,0
85,78.4,29.7,2.00,3,3
82.8,81.7,29.7,2.00,3,9
83.4,77.5,29.7,2.00,3,9
83.3,80.1,29.8,2.00,3,5
84.2,77.5,29.7,2.00,3,8
83.7,80.6,29.7,2.00,3,7
85.4,77.2,29.8,2.00,3,7
86.3,75.6,29.8,2.00,3,6
84.9,80.3,29.7,2.00,3,0
84.5,78.3,29.7,2.00,3,9
86.2,74.4,29.7,2.00,3,6
86.1,74.2,29.7,2.00,3,4
85.3,72.2,29.7,2.00,3,1
82,83.9,29.6,2.00,3,7
82.5,84.3,29.6,2.00,3,6
83.1,84,29.6,2.00,3,7
82.7,83.6,29.7,2.00,3,0
85.5,75.3,29.8,2.00,3,9
86.5,71.1,29.7,2.00,3,8
86,72.2,29.7,2.00,3,6
85.2,72.9,29.7,2.00,3,9
85.7,75.2,29.7,2.00,3,4
86.8,73,29.7,2.00,3,9
85.4,74,29.7,2.00,3,2
77.6,72.4,28.6,2.00,3,4
79.7,80.4,29.7,2.00,3,5
79.7,78.6,29.7,2.00,3,4
83.6,83,29.6,2.00,3,1
83.7,78.8,29.6,2.00,3,4
81.5,87.5,29.6,2.00,3,0
81.4,88.7,29.6,2.00,3,7
78.3,94.3,29.6,2.00,3,0
78.2,95.7,29.6,2.00,3,2
76.4,88.5,29.5,2.00,3,3
78.8,93.1,29.6,2.00,3,2
80.2,90.9,29.6,2.00,3,9
84.9,80.3,29.6,2.00,3,5
83.7,84.3,29.5,2.00,3,1
80.8,91,29.6,2.00,3,5
80.3,91.8,29.6,2.00,3,1
84.6,82.1,29.7,2.00,3,1
85,81,29.7,2.00,3,1
85.7,76.9,29.6,2.00,3,4
85.1,77.9,29.6,2.00,3,5
82,74.8,29.6,2.00,3,3
86,76.9,29.6,2.00,3,5
85.3,79.4,29.7,2.00,3,3
85.3,79.8,29.7,2.00,3,4
85.3,80,29.7,2.00,3,0
85.5,78.8,29.7,2.00,3,3
84.2,78.2,29.7,2.00,3,1
82.2,83.3,29.7,2.00,3,5
81.7,82.2,29.8,2.00,3,7
84.4,78.8,29.8,2.00,3,0
85.9,72.3,29.7,2.00,3,8
84,75.7,29.7,2.00,3,6
81.2,84,29.8,2.00,3,8
85.5,74.3,29.8,2.00,3,2
85.4,74.9,29.7,2.00,3,6
84.5,78.6,29.7,2.00,3,9
83.7,81.3,29.7,2.00,3,0
83.5,81.5,29.7,2.00,3,8
82.9,80,29.7,2.00,3,7
83,82.5,29.7,2.00,3,7
83.1,84.2,29.7,2.00,3,1
80.6,85.3,29.7,2.00,3,5
82.9,80.8,29.7,2.00,3,0
82,81,29.7,2.00,3,7
83.4,78,29.7,2.00,3,6
83.5,76,29.7,2.00,3,2
83.7,79.5,29.7,2.00,3,4
82.7,84.2,29.7,2.00,3,9
84.7,77,29.7,2.00,3,4
83.4,78.4,29.7,2.00,3,4
82.4,81.3,29.7,2.00,3,4
83.3,77.4,29.7,2.00,3,2
83.4,80.5,29.7,2.00,3,6
84.3,78.7,29.7,2.00,3,9
82.3,85.9,29.7,2.00,3,6
81.3,87.2,29.7,2.00,3,2
77.7,93.8,29.6,2.00,3,3
83,83.3,29.6,2.00,3,7
80.6,88,29.7,2.00,3,6
81.5,86,29.6,2.00,3,5
80.1,89.3,29.7,2.00,3,0
83.5,81.1,29.7,2.00,3,1
84.8,77.9,29.8,2.00,3,4
84.9,75.6,29.8,2.00,3,9
83.1,82.9,29.7,2.00,3,8
83,80,29.7,2.00,3,0
85.8,76.1,29.7,2.00,3,9
81.6,85.2,29.7,2.00,3,0
82.4,83.6,29.7,2.00,3,6
85,77.6,29.7,2.00,3,6
86.3,73,29.7,2.00,3,0
86.9,70.5,29.8,2.00,3,4
85.8,69.3,29.8,2.00,3,4
85.1,73,29.7,2.00,3,2
85.6,77,29.7,2.00,3,9
84,80.6,29.7,2.00,3,3
85,79.5,29.7,2.00,3,2
85,80.9,29.7,2.00,3,3
83.9,84.1,29.7,2.00,3,6
84.7,81.8,29.7,2.00,3,4
85,78,29.7,2.00,3,4
83,82.8,29.7,2.00,3,6
81.4,85.9,29.7,2.00,3,3
80.6,90.8,29.6,2.00,3,5
82.1,85,29.6,2.00,3,9
84.1,78.6,29.6,2.00,3,6
84.4,80.3,29.7,2.00,3,4
84.1,81.1,29.7,2.00,3,8
84.3,81.3,29.6,2.00,3,6
83.8,81.8,29.4,2.00,3,2
83,82.8,29.4,2.00,3,9
81.7,86.9,29.6,2.00,3,9
82,87.4,29.7,2.00,3,1
82,87.4,29.7,2.00,3,1
82.7,85.7,29.6,2.00,3,8
85.3,77.4,29.7,2.00,3,4
84.5,77.2,29.8,2.00,3,1
81.6,81.8,29.8,2.00,3,6
84.5,74.1,29.8,2.00,3,8
83.8,75.5,29.8,2.00,3,4
83.2,81.6,29.8,2.00,3,2
83.7,75.6,29.8,2.00,3,9
82.9,78.8,29.8,2.00,3,5
73.2,76.2,29.8,2.00,3,2
79.7,85.8,29.7,2.00,3,0
78.8,74.1,29.8,2.00,3,4
83.9,74.4,30.9,2.00,3,6
82.8,75.4,29.8,2.00,3,4
84.8,64.8,29.8,2.00,3,6
84.8,64.8,29.8,2.00,3,6
84.5,67.8,29.9,2.00,3,7
84.4,67,29.8,2.00,3,0
83.3,74.9,29.8,2.00,3,5
84,69.6,29.8,2.00,3,3
81.5,61.8,29.8,2.00,3,7
85.5,67,29.8,2.00,3,3
85.5,71.3,29.7,2.00,3,7
85.9,73.6,29.7,2.00,3,7
84.9,75.1,29.7,2.00,3,5
84.4,80.1,29.7,2.00,3,4
85.5,69.5,29.8,2.00,3,4
84.5,70.8,29.8,2.00,3,2
81.4,66,29.8,2.00,3,8
83.5,76.7,29.8,2.00,3,6
84.2,75.3,29.8,2.00,3,2
84.7,75,29.8,2.00,3,5
83.5,77.1,29.7,2.00,3,1
84.5,75.2,29.7,2.00,3,9
84.5,75.1,29.7,2.00,3,5
84.5,74.2,29.7,2.00,3,7
84.9,74.2,29.6,2.00,3,4
82.1,83.3,29.7,2.00,3,6
82.5,84.7,29.7,2.00,3,9
84.5,78.9,29.8,2.00,3,5
84.2,74,29.8,2.00,3,9
80.3,67.6,29.8,2.00,3,9
80.2,72.3,29.7,2.00,3,8
81.9,80.8,29.7,2.00,3,2
79.6,74.5,29.7,2.00,3,6
80.1,86.7,29.8,2.00,3,6
84.2,77.7,29.7,2.00,3,7
84.7,78,29.7,2.00,3,4
83.6,76.9,29.7,2.00,3,8
81.9,63.4,29.8,2.00,3,3
81,63.2,29.8,2.00,3,4
79.6,69.1,29.8,2.00,3,8
79.1,64.8,29.8,2.00,3,6
76,65.3,29.8,2.00,3,5
75.5,71,29.8,2.00,3,7
81.5,61.7,29.8,2.00,3,6
81.5,65,29.8,2.00,3,1
80.5,74.4,29.8,2.00,3,4
81.8,73.8,29.8,2.00,3,1
78.7,62.3,29.8,2.00,3,8
81.5,73.8,29.8,2.00,3,4
81.8,64.3,29.8,2.00,3,2
79.7,70.5,29.8,2.00,3,4
82.3,66.8,29.7,2.00,3,7
82.9,77.3,29.6,2.00,3,6
83.7,79.4,29.7,2.00,3,5
77.6,93.1,29.8,2.00,3,1
81.8,81.6,29.8,2.00,3,1
84,75.9,29.8,2.00,3,0
82.3,82,29.8,2.00,3,8
79.5,74.5,29.8,2.00,3,8
81.8,72.8,29.8,2.00,3,5
80.4,73.7,29.9,2.00,3,5
79.3,78.6,29.9,2.00,3,5
80.6,69.3,29.9,2.00,3,8
80.8,68,29.9,2.00,3,1
81,65.4,29.9,2.00,3,7
80,62.6,29.9,2.00,3,1
79.1,63.3,29.9,2.00,3,8
80,62.5,29.9,2.00,3,3
79.9,71.1,29.8,2.00,3,6
80.5,66.5,29.9,2.00,3,6
80.9,70,29.8,2.00,3,9
80.7,67.3,29.9,2.00,3,1
81.2,71.6,29.8,2.00,3,6
81.2,78,29.8,2.00,3,3
82.2,67,29.8,2.00,3,9
79.4,70.4,29.8,2.00,3,4
79.1,73.7,29.9,2.00,3,8
77.9,71.6,29.9,2.00,3,4
74.5,65.6,29.9,2.00,3,2
79,67.9,29.9,2.00,3,6
78.8,65.5,29.9,2.00,3,7
77.9,66.8,29.8,2.00,3,2
79.5,70,29.8,2.00,3,8
80.2,74.4,29.8,2.00,3,5
80.6,75.2,29.8,2.00,3,5
82.8,70.4,29.8,2.00,3,5
83,73.1,29.8,2.00,3,2
82.6,72.5,29.7,2.00,3,6
82.7,64.8,29.7,2.00,3,9
80.3,78.1,29.7,2.00,3,9
83,78.8,29.7,2.00,3,4
84.2,72.5,29.8,2.00,3,9
83.2,77,29.7,2.00,3,4
82.4,81.3,29.7,2.00,3,2
83.3,70.6,29.8,2.00,3,9
81.5,69.7,29.8,2.00,3,4
81.3,66.2,29.8,2.00,3,5
81.1,72.4,29.8,2.00,3,8
78.8,64,29.8,2.00,3,7
82,64.4,29.8,2.00,3,3
82,66.1,29.8,2.00,3,2
81.7,74.3,29.8,2.00,3,1
82.7,74.6,29.8,2.00,3,0
82,74.5,29.8,2.00,3,4
83.5,65,29.8,2.00,3,3
82.7,66.5,29.8,2.00,3,4
82.3,69.6,29.8,2.00,3,2
82.1,69.7,29.8,2.00,3,1
79.3,70.4,29.7,2.00,3,9
82.1,77.6,29.8,2.00,3,8
83.1,73.5,29.7,2.00,3,0
82.2,70.8,29.7,2.00,3,6
81.7,74.9,29.7,2.00,3,8
82.5,72.3,29.8,2.00,3,0
83.4,70.2,29.8,2.00,3,4
84.4,66.6,29.8,2.00,3,9
83,70.5,29.8,2.00,3,6
79.8,82.9,29.8,2.00,3,7
81.6,72,29.9,2.00,3,3
82.9,68.2,29.9,2.00,3,8
83.4,65.7,29.9,2.00,3,2
82.2,68.3,29.9,2.00,3,9
82.4,66.7,29.9,2.00,3,6
83.5,64.4,29.9,2.00,3,1
83.8,61.4,29.8,2.00,3,8
83.4,65.5,29.8,2.00,3,6
83.7,69.6,29.8,2.00,3,1
83.5,69.2,29.8,2.00,3,8
84.1,65.3,29.8,2.00,3,4
83.9,66.5,29.8,2.00,3,6
83.5,64.6,29.7,2.00,3,1
83.5,68,29.7,2.00,3,3
83.3,66.6,29.7,2.00,3,3
83.3,65.5,29.7,2.00,3,9
84.2,71.9,29.7,2.00,3,4
85,74.3,29.7,2.00,3,4
82.6,80.4,29.7,2.00,3,5
83.1,79.7,29.7,2.00,3,4
84.1,79.3,29.7,2.00,3,0
85.7,72.4,29.7,2.00,3,1
86.5,70.3,29.7,2.00,3,4
85.5,76,29.7,2.00,3,5
86.4,72.5,29.7,2.00,3,8
86.7,66.3,29.7,2.00,3,6
86.3,68.8,29.8,2.00,3,5
86.7,66.3,29.8,2.00,3,6
87.2,66.8,29.8,2.00,3,0
86.3,70,29.8,2.00,3,5
86.7,65.8,29.8,2.00,3,0
87.2,64.4,29.8,2.00,3,2
86.5,65.9,29.8,2.00,3,8
86.1,65.2,29.8,2.00,3,9
86.2,68.4,29.8,2.00,3,9
85.8,67.9,29.8,2.00,3,1
87.1,64.7,29.8,2.00,3,9
85.4,68.9,29.8,2.00,3,4
84.5,65.4,29.8,2.00,3,0
83.8,59.8,29.8,2.00,3,4
84.3,62.5,29.8,2.00,3,8
78.1,89.6,29.8,2.00,3,5
80.6,83.6,29.8,2.00,3,0
83.4,75.1,29.7,2.00,3,7
82,76.6,29.7,2.00,3,4
83.8,72.1,29.7,2.00,3,7
83.5,73.5,29.7,2.00,3,6
84,71,29.7,2.00,3,7
82.3,76.4,29.6,2.00,3,0
83.3,80.3,29.6,2.00,3,1
85.7,64.8,29.8,2.00,3,6
84.8,65.4,29.8,2.00,3,1
84.7,68,29.8,2.00,3,0
86.6,69.6,29.8,2.00,3,7
87.2,67.5,29.8,2.00,3,0
86.6,64.3,29.7,2.00,3,1
87.3,63.9,29.7,2.00,3,8
86.1,70.2,29.7,2.00,3,6
87.2,68.4,29.7,2.00,3,5
88,66.3,29.7,2.00,3,3
86.9,71.1,29.7,2.00,3,9
88.3,66.8,29.7,2.00,3,7
87.4,69.3,29.7,2.00,3,9
87.5,64,29.7,2.00,3,7
87.6,61,29.7,2.00,3,6
87,63,29.7,2.00,3,4
87.5,61.3,29.7,2.00,3,3
88.2,60.8,29.7,2.00,3,0
87.8,63.2,29.7,2.00,3,8
88.8,63.2,29.7,2.00,3,5
88.7,64.5,29.7,2.00,3,6
87.3,65.7,29.7,2.00,3,8
88,62.5,29.7,2.00,3,0
88,63.3,29.7,2.00,3,1
89,61.6,29.7,2.00,3,2
88.4,67.4,29.7,2.00,3,2
88.3,71.7,29.7,2.00,3,7
84,82.2,29.7,2.00,3,8
83.3,81.9,29.7,2.00,3,6
82.5,83.8,29.7,2.00,3,3
83,84.4,29.8,2.00,3,9
82.5,85.2,29.8,2.00,3,6
81.6,85.5,29.7,2.00,3,6
79,76.3,29.7,2.00,3,3
84.1,78.8,29.7,2.00,3,7
83.5,83.7,29.7,2.00,3,7
86.5,73.5,29.8,2.00,3,7
85.4,74.6,29.7,2.00,3,8
85.6,77.1,29.7,2.00,3,6
86.1,74.1,29.7,2.00,3,6
81.8,86.4,29.7,2.00,3,1
84.2,80.5,29.7,2.00,3,3
86.2,74.1,29.7,2.00,3,6
83.7,78.8,29.7,2.00,3,6
81.3,88.1,29.7,2.00,3,6
84.5,80.8,29.7,2.00,3,1
85.9,75.9,29.7,2.00,3,4
86,75.4,29.7,2.00,3,2
86.5,73.3,29.7,2.00,3,0
82.2,72,29.7,2.00,3,4
81.9,74.3,29.7,2.00,3,1
84.5,81.1,29.7,2.00,3,9
87.2,72.9,29.7,2.00,3,2
88,68.4,29.7,2.00,3,7
87.5,69.9,29.7,2.00,3,7
85.8,79.7,29.7,2.00,3,1
86.9,76.6,29.7,2.00,3,0
85.2,76.6,29.7,2.00,3,9
85.3,78.6,29.8,2.00,3,0
86.5,73.8,29.7,2.00,3,4
88.5,66.8,29.7,2.00,3,2
87,69.8,29.7,2.00,3,9
85,77.7,29.7,2.00,3,2
85.5,76.5,29.7,2.00,3,5
81.9,69.7,29.7,2.00,3,2
85.5,72.1,28.6,2.00,3,0
79.3,75,28.5,2.00,3,3
85,74,29.7,2.00,3,2
85.5,76.7,29.7,2.00,3,3
83.4,80.8,29.7,2.00,3,8
82.3,83.3,29.7,2.00,3,2
81.6,87.7,29.6,2.00,3,5
84.3,77,29.6,2.00,3,5
84,79.2,29.6,2.00,3,1
83.5,79.3,29.7,2.00,3,5
84.9,74.9,29.7,2.00,3,7
86.3,72.5,29.7,2.00,3,5
84.5,81,29.7,2.00,3,4
83.9,78,29.7,2.00,3,7
82.5,80.8,29.7,2.00,3,0
82.2,88.6,29.7,2.00,3,2
84.3,81.3,29.6,2.00,3,8
86.4,75.4,29.6,2.00,3,5
85.8,78.8,29.6,2.00,3,2
84.9,81.2,29.7,2.00,3,4
82.7,89.5,29.7,2.00,3,8
83.6,82,29.7,2.00,3,4
81.2,76.7,29.7,2.00,3,5
84.7,81.2,29.7,2.00,3,8
82.9,84.9,29.7,2.00,3,4
82.2,84.7,29.7,2.00,3,7
82.1,85.4,29.7,2.00,3,3
85.8,75.8,29.7,2.00,3,8
86.5,74.3,29.7,2.00,3,8
82.3,80.5,29.8,2.00,3,1
83.7,81,29.7,2.00,3,6
85.8,77.3,29.7,2.00,3,2
87,75.2,29.7,2.00,3,0
84.8,79.3,29.7,2.00,3,5
84.2,81.1,29.7,2.00,3,1
83.6,82.2,29.7,2.00,3,1
85.3,80.5,29.6,2.00,3,0
83.2,85.3,29.6,2.00,3,2
80.6,85.6,29.6,2.00,3,9
81.3,89.5,29.7,2.00,3,5
82.2,86.3,29.7,2.00,3,4
82.1,83.8,29.7,2.00,3,6
84.6,78.9,29.7,2.00,3,5
82.8,83.1,29.7,2.00,3,0
78.3,94.3,29.7,2.00,3,7
79.9,89.9,29.7,2.00,3,3
80.4,89.1,29.7,2.00,3,3
79.5,88.6,29.7,2.00,3,7
82.7,82.4,29.7,2.00,3,0
84.4,76.8,29.7,2.00,3,6
83.3,82.5,29.7,2.00,3,8
83.6,81.7,29.7,2.00,3,0
79.1,82.4,29.7,2.00,3,3
81.8,84.5,29.6,2.00,3,5
80.3,90.2,29.7,2.00,3,8
82.7,83,29.7,2.00,3,7
79.4,78.8,28.6,2.00,3,9
81.9,84,29.7,2.00,3,4
83.3,78.2,29.7,2.00,3,2
83.7,80.6,29.7,2.00,3,0
83.5,79.9,29.7,2.00,3,7
83,82.3,29.6,2.00,3,8
78.6,89.7,29.6,2.00,3,0
80,88.3,29.7,2.00,3,0
85.2,76.9,29.7,2.00,3,6
83.5,82.5,29.7,2.00,3,6
79.2,80,29.7,2.00,3,1
83.5,83.6,29.7,2.00,3,0
83.7,82.5,29.7,2.00,3,1
82.8,85.5,29.7,2.00,3,6
82.7,85.9,29.6,2.00,3,4
82.8,84.4,29.6,2.00,3,1
80.9,91.7,29.6,2.00,3,4
79,92.7,29.6,2.00,3,9
79,83.8,29.7,2.00,3,6
83.5,83.1,29.7,2.00,3,1
84.1,81.5,29.7,2.00,3,5
86.8,75.6,29.8,2.00,3,7
85.4,75.8,29.8,2.00,3,7
83.8,82.7,29.7,2.00,3,6
80.2,91.5,29.7,2.00,3,5
82.9,83.6,29.7,2.00,3,8
83.5,83.5,29.7,2.00,3,0
84.3,81.2,29.7,2.00,3,7
82.3,86.2,29.7,2.00,3,5
82,85.2,29.7,2.00,3,9
78.9,76.8,28.4,2.00,3,6
82.3,78.5,29.7,2.00,3,0
82.3,78.5,29.7,2.00,3,0
83.4,82,29.7,2.00,3,4
78.8,93.9,29.7,2.00,3,7
78.6,92,29.7,2.00,3,6
82,81.8,29.7,2.00,3,6
81.2,84.9,29.7,2.00,3,2
81.5,86,28.5,2.00,3,9
82.5,80.8,29.6,2.00,3,4
80.9,87.1,29.5,2.00,3,6
80.9,85.2,29.6,2.00,3,6
83.7,80.2,29.6,2.00,3,7
82.3,82.2,29.6,2.00,3,3
82.3,81.8,29.7,2.00,3,1
83.2,77.8,29.7,2.00,3,5
81.7,67.5,28.5,2.00,3,6
84.1,70.8,29.7,2.00,3,3
81.9,84.8,29.7,2.00,3,6
84.2,76.4,29.7,2.00,3,5
84.2,74.7,29.8,2.00,3,0
85.5,69,29.7,2.00,3,5
84.6,70.6,29.7,2.00,3,7
84.4,73.5,29.7,2.00,3,2
84.9,69.8,29.7,2.00,3,6
85.1,67.1,29.7,2.00,3,8
84.6,71,29.6,2.00,3,0
84.7,74.3,29.6,2.00,3,6
84.3,76.2,29.6,2.00,3,8
84.6,75.9,29.6,2.00,3,1
85.8,71.4,29.6,2.00,3,0
84.8,74.8,29.6,2.00,3,2
82.8,80.3,29.6,2.00,3,3
83.7,77,29.6,2.00,3,4
82,83.2,29.7,2.00,3,8
82,82,29.8,2.00,3,0
83.8,77.6,29.8,2.00,3,0
85.1,75,29.8,2.00,3,6
84,75.7,29.7,2.00,3,5
84.8,73.8,29.7,2.00,3,8
79.8,85.8,29.7,2.00,3,9
82,76.1,29.7,2.00,3,3
84,66,29.6,2.00,3,6
81.5,84.5,29.6,2.00,3,5
74.5,91.1,29.3,2.00,3,2
80.4,87.2,29.4,2.00,3,5
80.5,86.9,29.5,2.00,3,5
80.6,84.9,29.7,2.00,3,6
81.6,82,29.7,2.00,3,5
82.9,80,29.8,2.00,3,1
81.7,78.6,29.8,2.00,3,7
81.3,77.8,29.8,2.00,3,0
78.7,72.3,28.5,2.00,3,7
82.9,74.3,29.8,2.00,3,2
82.8,75,29.8,2.00,3,4
82.9,74.5,29.8,2.00,3,9
80.8,72.8,29.8,2.00,3,0
83.4,77.2,29.8,2.00,3,1
82.9,78.3,29.7,2.00,3,0
83.4,76.6,29.8,2.00,3,4
85,71.2,29.7,2.00,3,8
83.4,74.2,29.7,2.00,3,1
83.2,76,29.7,2.00,3,1
82.3,78.9,29.7,2.00,3,9
80.8,81.8,29.7,2.00,3,4
79.5,86.1,29.7,2.00,3,3
82,80.5,29.7,2.00,3,2
81.6,81.4,29.7,2.00,3,5
82.8,76.8,29.7,2.00,3,5
81.1,70,29.8,2.00,3,2
81.5,66.8,28.5,2.00,3,4
84.2,72.9,29.8,2.00,3,7
84.1,70.2,29.8,2.00,3,5
83.1,68,29.8,2.00,3,3
83,70.3,29.8,2.00,3,7
84.9,71,29.8,2.00,3,0
83.6,75.6,29.8,2.00,3,7
82.8,77.1,29.7,2.00,3,6
83.6,71.1,29.7,2.00,3,0
84.7,69.7,29.7,2.00,3,2
83.6,73.8,29.8,2.00,3,4
82.6,76.5,29.7,2.00,3,9
82.8,73.8,29.7,2.00,3,8
83.8,66.2,30.9,2.00,3,3
83.5,68.5,29.7,2.00,3,5
80.4,80.9,29.6,2.00,3,1
80.1,86.3,29.6,2.00,3,6
80.9,82.5,29.6,2.00,3,5
81.7,77.8,29.7,2.00,3,5
82.5,74.8,29.7,2.00,3,8
82.3,79.9,29.7,2.00,3,8
82.7,76.1,29.7,2.00,3,0
83.8,74.3,29.7,2.00,3,0
80.8,83.2,29.7,2.00,3,6
81.6,70.9,29.7,2.00,3,6
81.1,68.6,29.7,2.00,3,9
79.4,82.2,29.7,2.00,3,4
80.1,81,29.6,2.00,3,8
80.5,70.7,29.6,2.00,3,9
80.8,64.3,29.7,2.00,3,2
79.3,61.7,29.7,2.00,3,0
77.5,67.5,29.8,2.00,3,3
77.4,72,29.9,2.00,3,0
79.2,69.2,29.8,2.00,3,0
79.8,73,29.8,2.00,3,1
81.2,74.8,29.8,2.00,3,7
80.2,76.7,29.8,2.00,3,5
81.6,78.4,29.8,2.00,3,4
79.2,86.5,29.8,2.00,3,3
